"","V1","V2","V3","V4","V5"
"ests",4.56150477693616,1.90533133740114,-3.46379829457837,4.03832552010221,-6.69025395021024
"ests",4.66760802674244,2.03003561211931,-3.64200192232609,4.28184375409303,-10.0836858292279
"ests",4.63593409430335,1.99035339945294,-3.56932333977022,4.2043810561856,-5.80315526095755
"ests",4.7085852241473,1.94301182962003,-3.58153948654031,4.2197139909315,-10.4937080865394
"ests",4.79660823185273,1.98529364717186,-3.61401856155784,4.27532557737993,-5.83894386086575
"ests",4.65199396252758,1.9743557456626,-3.59727745271222,4.2160083577675,-8.86973574686008
"ests",4.7527440194488,1.99263687523881,-3.59006449239852,4.23713748452013,-7.56179923488322
"ests",4.77427291385338,1.96822130935134,-3.5846941742471,4.24092429169178,-5.935602946355
"ests",4.74283580894078,2.00073842205152,-3.64227753537392,4.2765584343207,-12.0530124992933
"ests",4.71650547332798,1.99842441108544,-3.61232094701131,4.28000975056041,-6.10693511033639
"ests",4.58136128711903,1.95385939972987,-3.51013065883719,4.13119216203087,-3.62145286732329
"ests",4.69877833055389,1.97383898988045,-3.57308238742655,4.2030450052517,-7.97298662795128
"ests",4.69922453768885,1.9984270534447,-3.63659318117429,4.28109393356405,-9.62721341882003
"ests",4.76271814434581,1.98278850721352,-3.61365374425638,4.26979536409708,-8.88585293149935
"ests",4.75494602664799,2.01002035577237,-3.61147494284179,4.27223417360658,-8.61697274002418
"ests",4.7181681916097,1.9685356635321,-3.62547252470352,4.27079253439789,-9.90652056562803
"ests",4.64364267454584,1.9971443773987,-3.56816108495117,4.17708247713138,-9.05304482834794
"ests",4.71463598873151,2.01205149251445,-3.64098145620907,4.26785763080575,-9.28418545333964
"ests",4.68652480224427,2.00241191676146,-3.58620948431542,4.23011355829615,-5.53053064767331
"ests",4.80849699133273,2.01713558079726,-3.62663882074877,4.28979640541808,-8.3474583463513
"ests",4.70444561419438,1.94446765493429,-3.54361685392197,4.15501867827845,-7.45444526322459
"ests",4.67077283390109,1.93205836828044,-3.53941492548017,4.15703156083641,-7.06483708730565
"ests",4.75518761793761,1.98864337385617,-3.57786048153768,4.226371622318,-6.430314642748
"ests",4.70684264126395,2.00131031106317,-3.60378205689412,4.22512496685041,-8.29490498510962
"ests",4.66830742312841,1.97167869059422,-3.54152762658539,4.18089958750018,-6.84578569777337
"ests",4.73365136670902,1.90167493370841,-3.56632220152243,4.19869909087989,-7.72447516188379
"ests",4.71169732346892,1.98397770448162,-3.55308173481008,4.17324817621768,-6.77934217481302
"ests",4.74805129748593,1.97424054863839,-3.59044632405746,4.23142421378748,-8.14230364622534
"ests",4.73320950697444,2.02207654103159,-3.61904970260142,4.29196727826486,-7.72309341420679
"ests",4.79858908687317,1.95542918996244,-3.61178244471263,4.26260810446589,-7.42309187857786
"ests",4.69189481174749,1.97191777094686,-3.5576534642029,4.18192251647121,-7.45879498673715
"ests",4.70492782265483,1.99642210089865,-3.61441038275935,4.259440495079,-9.95032223056442
"ests",4.65991180207643,1.94033491755145,-3.60994215140658,4.23525299912542,-11.2129251684776
"ests",4.62817183452659,1.97699005054973,-3.57646166851623,4.22000773946046,-8.44295401277934
"ests",4.64050130232709,1.98668677684283,-3.53769712755011,4.14157388007314,-7.36365383740837
"ests",4.66786355327405,1.90279618452641,-3.57034165605296,4.1887696635797,-7.53765681698762
"ests",4.70943467279445,2.00639250397189,-3.64364724501278,4.29124795848954,-9.57456697314564
"ests",4.8093329798954,1.99421672356639,-3.60112623866496,4.2492417550738,-8.02349209357541
"ests",4.73882619538866,1.96182176093934,-3.55439076277871,4.20980050402243,-8.09501926496437
"ests",4.74621462764648,1.981688504887,-3.60267997793515,4.25527867754832,-6.93094565870054
"ests",4.72555148676445,1.98562476394447,-3.61727385240183,4.25890315339245,-7.9678306408783
"ests",4.72879915949445,2.01883821332142,-3.59643946615662,4.24272834137883,-6.43252745409007
"ests",4.75164622634798,1.96232591889888,-3.6162008013634,4.24380491004895,-9.32390800225443
"ests",4.68791332015302,1.96970130056657,-3.5682691215158,4.20591147790217,-7.84601421576445
"ests",4.6442961803944,1.95839550171374,-3.61349373708725,4.22347675605274,-11.7473151979741
"ests",4.77406238275771,2.0188492658083,-3.65589801606802,4.32798564392189,-10.5860610512899
"ests",4.72094523187155,1.96869692683319,-3.60561527673165,4.25325809973635,-7.71657006715428
"ests",4.65653847588555,1.96617470979319,-3.55406644762313,4.20573878494913,-6.03444165541009
"ests",4.76386270721624,2.01392063311282,-3.58341522538359,4.22363775409658,-6.89993191818461
"ests",4.67510819802615,1.94755786155327,-3.54550784988173,4.13826655010574,-7.31003840469801
"ests",4.66520073605501,1.98022016838571,-3.56959659061812,4.19134654648385,-6.66465790831396
"ests",4.69988921800655,1.9568787798443,-3.58765508594877,4.23516824711606,-6.17955113918047
"ests",4.74063628499463,1.97024686394652,-3.56214721872997,4.18086303240404,-6.22476554219298
"ests",4.80221615837782,1.98528086386192,-3.60038031063014,4.25836179179425,-5.54988671735383
"ests",4.75816742710761,1.94491255953314,-3.56438171455809,4.20198413871367,-7.20096250640767
"ests",4.71482874747413,2.00426840796067,-3.60034244195284,4.25853102232341,-5.756130234589
"ests",4.804878835095,2.02319353504893,-3.65245646516694,4.30981053603287,-8.65236146594468
"ests",4.82507789197271,1.98124722831,-3.59405746271775,4.25446063531434,-6.57271728881491
"ests",4.77201828943269,1.9682862402,-3.61367814198007,4.29931778239638,-5.82379228949243
"ests",4.69678871135105,1.99381218120082,-3.59739002335591,4.23515957356551,-7.24895029096088
"ests",4.73866456191582,1.98028251840199,-3.57568938493047,4.22725095319902,-5.2176694920232
"ests",4.64971008125063,1.98039757002465,-3.62366657082599,4.26392759269205,-10.7490560039346
"ests",4.70326126182467,1.94833040831358,-3.54014041774463,4.14587645941477,-9.51473352908401
"ests",4.80234812953839,1.99314427406742,-3.63705108018384,4.30837784283635,-7.14873096195843
"ests",4.58969726577621,1.98934285976006,-3.52560664276046,4.15133685988989,-5.87557446557052
"ests",4.57088710635874,1.9617165539894,-3.57503314003667,4.17145176958338,-9.8802356348247
"ests",4.71048053018203,1.96727305428547,-3.5394379939002,4.16698420295148,-6.55071985492834
"ests",4.85532976526837,2.04294410667106,-3.70825350095203,4.39011520381914,-12.7219198237747
"ests",4.77066261495403,1.98926880492227,-3.61166454494761,4.25862104663868,-9.41139435777885
"ests",4.64429762998305,1.95959391846456,-3.55778158890655,4.18061691654212,-7.55064972151614
"ests",4.61926118757751,1.94609937260176,-3.55415784113985,4.19045370410008,-7.18007919327825
"ests",4.66499447283689,1.94899430812961,-3.56621533432976,4.18304477907384,-7.78603897958025
"ests",4.64250572634617,1.96395472831792,-3.59454898277227,4.21971400467346,-8.93766365692262
"ests",4.78247016924198,1.98244718344414,-3.58592591685347,4.23469107991705,-6.93233034319209
"ests",4.69064475444536,2.01104351685341,-3.62337456790881,4.25006063759274,-8.80962283716816
"ests",4.72381989680835,1.99277245350863,-3.58840456747214,4.23463176563251,-8.07191699518892
"ests",4.65035883264105,1.99585354584322,-3.57980738475792,4.21179271992176,-5.28789397309831
"ests",4.64697916760063,2.01922895263935,-3.59834681986033,4.22328966210769,-9.82962751610067
"ests",4.66531563623628,1.95718596225186,-3.55094933942848,4.18666687958439,-8.55050124983692
"ests",4.72293105085019,2.03486571149207,-3.59328982213909,4.2321350661537,-7.89543847928354
"ests",4.75542040581394,1.99241279705939,-3.61835515828569,4.28054497605839,-6.81472096639167
"ests",4.74263273533268,1.98474985508927,-3.62848951702594,4.27694424995346,-10.4504850246537
"ests",4.64316673612714,1.94739659448048,-3.5669600154723,4.2145195807069,-6.99752338633387
"ests",4.85621241323996,2.01388882504422,-3.63580332731886,4.32178553297384,-5.99052864824117
"ests",4.68929542351278,1.98252056947286,-3.55212605436125,4.1781457729945,-7.11175889869499
"ests",4.74453127168041,1.98677651306876,-3.6062035984738,4.25013826305363,-7.66276593860611
"ests",4.75658614697656,1.98916033718069,-3.6631690893106,4.32774334826021,-9.73870955541607
"ests",4.70951340153372,1.96468514944556,-3.5756020159978,4.19633255640755,-7.83705606474914
"ests",4.72574682201275,2.00616302884422,-3.61234026314239,4.27736913234246,-5.92258069239536
"ests",4.83441656002012,1.98780245062094,-3.58752861725824,4.20096016847596,-9.18372774762025
"ests",4.78542853696097,1.96550410125638,-3.66495085958528,4.3163820381514,-11.0465402084718
"ests",4.74790403941966,2.00533799290492,-3.61615993345014,4.2787458573348,-8.94491714343599
"ests",4.76257683273229,2.00616096350213,-3.54956152823768,4.21762691921254,-4.76186895094428
"ests",4.68237451303946,1.94078609484828,-3.60456706029019,4.25695779632902,-8.00233469422125
"ests",4.71523668633421,2.00305603490266,-3.62646300496603,4.27259636674096,-9.65783338901718
"ests",4.8082061889731,2.01786443007376,-3.64394858397985,4.31536846028869,-7.05576586223144
"ests",4.71594989471777,2.01077846863653,-3.60644247142203,4.24856766600529,-7.91494514028897
"ests",4.69204935751594,1.99428161871533,-3.59119814550361,4.24101274483213,-7.99793231772835
"ests",4.71718342362392,1.94596742964616,-3.5559865155493,4.20030987876782,-7.19111636454446
"ests",4.53794522322351,1.93987358708817,-3.54432453973645,4.14801576147979,-6.82031454190247
"ests",4.85249980819213,1.99774776397917,-3.68384033116155,4.37542541831731,-9.07591747520327
"ests",4.67387949934242,1.95021821179022,-3.54303946983223,4.1519795766667,-5.94205836591263
"ests",4.7833706705965,1.96769076643438,-3.60330077655497,4.25965581646228,-5.28345567569712
"ests",4.76906248881808,1.98551970017726,-3.59998084722027,4.26738142627463,-7.69779234067371
"ests",4.77219617586923,1.97727487230807,-3.55742056623154,4.18343342138751,-8.71467982505212
"ests",4.78235212210574,2.00277654174689,-3.58551803873545,4.26282454567706,-5.53563043121327
"ests",4.80120919602594,1.98258569192355,-3.59837837880986,4.27449221974175,-6.18381366326821
"ests",4.66824437215402,1.98106990595694,-3.58426399079318,4.1937507828309,-6.55864877709399
"ests",4.80344483187017,1.99903789821818,-3.64608893333361,4.27214230979248,-13.6452532231049
"ests",4.65914013973777,1.94150461122701,-3.58158598385561,4.19334983714302,-11.9594941447532
"ests",4.65486828168847,1.95151242598477,-3.59936965222206,4.23097503976012,-8.99948901591274
"ests",4.72151144401124,1.98558997936862,-3.59670140109744,4.22619126322314,-8.6816965213398
"ests",4.77821550871622,2.01220550910598,-3.6363129784854,4.2902727882901,-8.28427021729655
"ests",4.68949358126589,2.00668392368194,-3.58952786180492,4.20628516573072,-8.56284721626734
"ests",4.76303135270161,1.97197291879048,-3.62746673007167,4.26901404934481,-7.61410064508443
"ests",4.8536513680795,1.99562114704897,-3.6614176458852,4.31978643457114,-10.1354657488781
"ests",4.81106154629343,2.01922965636733,-3.6743645470886,4.31927105381001,-9.97892376893448
"ests",4.6794669210466,1.99584870521727,-3.61708652856135,4.27172735631434,-6.05938048743003
"ests",4.71301159172177,1.98425126115061,-3.61118811547678,4.2570118789217,-7.13407125150537
"ests",4.68201516192075,1.99748615140879,-3.57150434689214,4.20787296162792,-7.54921328040134
"ests",4.76567735305768,1.9742040525712,-3.5869801834362,4.24436612267036,-7.30895182658624
"ests",4.76964837204658,2.00219727204969,-3.65346365354763,4.32219315795871,-10.8309398831896
"ests",4.63964655125505,1.94891321225313,-3.5297957061659,4.18403060327772,-5.44891190337199
"ests",4.75254043061912,2.03589927233539,-3.58707369464709,4.23354617860143,-9.85522048524104
"ests",4.69200087827451,1.96613038931581,-3.57487825302022,4.20974476483635,-8.88670601244556
"ests",4.79379756553892,1.97310854114502,-3.56573173679761,4.22715872057918,-6.30142971751939
"ests",4.65149321488173,1.98040124014379,-3.60703674123856,4.23684693420087,-8.45087896775828
"ests",4.63308395937523,1.99815822879881,-3.55820585984635,4.18589258616295,-7.28144660359761
"ests",4.65303595946462,1.95963249345645,-3.58062364821618,4.21607602054683,-5.60985066680568
"ests",4.59034539432965,1.9857111202009,-3.58549738744022,4.19921840623508,-7.42396715758008
"ests",4.64201942859484,1.98058759285214,-3.65358423159708,4.30866085361513,-9.80072720674508
"ests",4.7102418468097,1.97459449422435,-3.53547720978386,4.19014140533914,-6.35744112292749
"ests",4.73747486244762,1.99198138457956,-3.61601249117272,4.25686560345444,-10.511833266448
"ests",4.74827235627376,1.98478414629561,-3.56553149911529,4.20390253729219,-5.00084831974983
"ests",4.83258643549465,1.99463598266128,-3.66454711625174,4.34866706533082,-8.60716984555844
"ests",4.63374858645997,1.92888554243805,-3.53811290837669,4.14942359826623,-8.69996574697782
"ests",4.7758681474626,1.96145481693195,-3.63179600373315,4.26127015745232,-8.74887197819605
"ests",4.77855478284443,1.98232457415467,-3.61358189661014,4.25960463887097,-6.60578623155481
"ests",4.64206736467462,1.99885945191261,-3.60315963437459,4.22581460734646,-12.4124938897558
"ests",4.69993758071392,1.96213954858722,-3.53497046285433,4.16729792119855,-5.25247336962194
"ests",4.68998376065628,1.97031287301912,-3.54795431056746,4.18059169175891,-5.35259408637376
"ests",4.61880979985099,1.89448436305363,-3.54068560267076,4.16016971393174,-4.73194024187988
"ests",4.6800866472335,1.99509525531076,-3.55633460903919,4.19580913011629,-6.55079427662387
"ests",4.7154634235121,2.01523112630993,-3.61892896211865,4.28853652206246,-6.32030665992127
"ests",4.65083643286198,1.98352281427932,-3.57668064899416,4.22293532840944,-7.6264498125967
"ests",4.6313275993597,1.93370171328791,-3.60835329321427,4.26480276397383,-7.1738925528129
"ests",4.75182836656131,1.99021274697871,-3.64077867027387,4.30597754248841,-7.05830778631415
"ests",4.68329513648992,2.01605413918562,-3.59927374121138,4.22753029936629,-10.5374369756459
"ests",4.7184845258668,2.00547133220795,-3.59064553384113,4.25188390896822,-7.28931646505348
"ests",4.71806919649531,2.02038215011119,-3.64068637199511,4.26063552340329,-9.63400419484378
"ests",4.8577596512865,2.0594690078698,-3.6535675970052,4.32399474945672,-8.43695493412203
"ests",4.70211419027815,1.99735445184309,-3.5740050581026,4.19655888640464,-7.38579349067899
"ests",4.66415588162919,2.00291284976355,-3.56679339165028,4.1900992680797,-8.83144158647974
"ests",4.72619580142354,1.98975342639009,-3.58178080669446,4.22462658429672,-6.87931788038199
"ests",4.73562867163469,1.97206960037682,-3.5687848871269,4.21594943281998,-6.72184992421115
"ests",4.69628873663535,1.99845197932649,-3.61623010752675,4.23825663716253,-7.42907286893012
"ests",4.68254988471646,2.01301905518286,-3.62156474025043,4.26638857373107,-9.30459640786201
"ests",4.80052325329487,1.96108705969512,-3.60117283000882,4.26639734941828,-7.03774562437657
"ests",4.79795333926728,2.03534335231663,-3.65672866261356,4.34137821875387,-7.14239352551017
"ests",4.83840474616906,2.02348605700739,-3.65616760964228,4.34729225763189,-6.62960938957694
"ests",4.75373552316217,1.97297167204299,-3.60041139606714,4.25272029026905,-6.5426505515343
"ests",4.66667754448287,1.93466740105821,-3.54392792171714,4.18044064275875,-4.2070155084293
"ests",4.73467601518471,1.95019360549561,-3.59359467804484,4.23100580979113,-5.92220852854693
"ests",4.68591480416086,1.98439272926958,-3.59999236370845,4.25442900289801,-7.20526242381917
"ests",4.74802912343435,1.98645050601131,-3.59634294353735,4.23143532312522,-7.88890501398949
"ests",4.67464560205578,1.96647650496659,-3.55047851754833,4.18436085428447,-5.86078386092857
"ests",4.75748541390153,1.96352285009988,-3.58809617065762,4.23393562587846,-7.80761598333478
"ests",4.72805494604844,1.96625916166281,-3.56659904866526,4.19293045904617,-7.51737447849344
"ests",4.7206450883885,1.97866673613728,-3.6120466285079,4.24225407758815,-7.2961713786359
"ests",4.62279123336519,2.01217671613464,-3.56188091908052,4.15538932184615,-12.2457062985675
"ests",4.6905674557908,2.00034163528053,-3.60884408068465,4.23974310906845,-9.36547461087975
"ests",4.74863303247254,2.03136585878459,-3.61456533871371,4.26443796221821,-7.86763326809431
"ests",4.68201661826362,1.96699935055729,-3.59075019247497,4.23241388536574,-8.46338415597401
"ests",4.68749924571662,1.95538039629465,-3.58842004753627,4.24417102138723,-6.46032785368667
"ests",4.70554976340623,1.97840925106798,-3.59882920502551,4.26857291927253,-7.26092274768408
"ests",4.76823859686752,1.97401933025013,-3.59334745367661,4.23468092343388,-6.16516271073353
"ests",4.73441734091917,2.01587340520412,-3.65434086819521,4.28501139678347,-9.96135792611778
"ests",4.70022875348735,1.96496415809372,-3.60838475341777,4.26592075688514,-8.29027041506229
"ests",4.65913195089182,1.98879277488294,-3.58820987411554,4.23855092149196,-7.09140778920124
"ests",4.64948910794753,2.00254803650748,-3.60437341821258,4.27118649123391,-6.11991416654728
"ests",4.73795933300052,2.02463255556333,-3.61879425242656,4.25770022192683,-9.02034582836142
"ests",4.70809092692596,1.96062309972908,-3.62144688787707,4.26605883410989,-6.5546952076019
"ests",4.69238640207144,1.99251690314964,-3.59637184526095,4.24159003394341,-5.20354024269776
"ests",4.72817394894007,2.03199895777432,-3.58129027536721,4.2225017116126,-6.1879347123791
"ests",4.73241457215077,1.95395109920521,-3.56600272937962,4.21074189490913,-4.71774801898954
"ests",4.70380863538427,1.97722671263425,-3.53054251367946,4.14539113523003,-5.72936892140238
"ests",4.68876592430803,1.98237151378878,-3.53946372745091,4.18434864610441,-5.92717370892139
"ests",4.74217383501399,2.01960779029442,-3.66766108687628,4.33895006482413,-8.05181877445009
"ests",4.66011643687821,1.95496862030446,-3.52030743321603,4.12653393641541,-5.30741415093233
"ests",4.72707122749259,1.97166918241602,-3.55747055970366,4.20343478384816,-6.19646451729382
"ests",4.66388893871072,1.97415628777493,-3.55739390486478,4.20284914868267,-4.45720154808785
"ests",4.71352488593486,1.94828410945299,-3.5742944822644,4.21244425395631,-6.90724635412855
"ests",4.77138256126412,1.95746762987464,-3.60077174646463,4.25879779281016,-7.54430024046632
"ests",4.70860242361527,1.95193782050844,-3.56905502420791,4.18897536971784,-7.91881790487357
"ests",4.75672502843852,1.99835768120811,-3.62506085487694,4.28134852853946,-6.96681125013581
"ests",4.59770660585472,1.93131884550026,-3.54747865931551,4.16619889313856,-11.4248583907474
"ests",4.72131852171075,1.94141749326914,-3.56751167236898,4.20437264225007,-5.71463162379324
"ests",4.73872151189135,1.94193846664624,-3.58545033950886,4.21355076488874,-8.35692955944324
"ests",4.73894415710579,2.01843989845119,-3.65006086971153,4.30490146339941,-11.7669566226453
"ests",4.59513611605845,2.01169195130967,-3.58932851628453,4.21582467269507,-8.37598431426302
"ests",4.73746801685573,1.99450073869782,-3.58644179054294,4.23875634994307,-6.78579435999371
"ests",4.59773537302247,1.95563458260367,-3.59947950923045,4.24066646463561,-8.7796435815004
"ests",4.6764158573572,1.94830912064018,-3.52877251206821,4.1597113681738,-5.70039234899111
"ests",4.77939803861785,2.00986936677664,-3.61435977999821,4.29222922896101,-6.76602785576461
"ests",4.64006780137512,1.96300096095467,-3.5385402011076,4.16388085759434,-6.34353854877738
"ests",4.70426903997166,2.00769829760359,-3.63759754304217,4.30370217324597,-8.20928723882439
"ests",4.6569367477357,2.03752699621923,-3.61119395282532,4.23807287227578,-7.51268117664286
"ests",4.63960867300486,1.98567049569099,-3.61320494797576,4.22267524262616,-10.5629868306391
"ests",4.68230685626451,1.95913454623986,-3.63994127832039,4.29256282892741,-7.50581846673724
"ests",4.72220430195601,2.00171862274702,-3.60826589629383,4.25758344941915,-7.57112295458502
"ests",4.75767345348998,1.98510923327517,-3.61030059032432,4.2584309790714,-7.71298039208187
"ests",4.78158506583369,1.96150814036806,-3.59334061508898,4.24088588503612,-6.46727705527134
"ests",4.77103216568611,1.96020162454016,-3.62961825258537,4.30506943937695,-8.07851951441457
"ests",4.7190113016083,1.98186219956869,-3.62266162217543,4.27311071774069,-10.3544233494082
"ests",4.71990113447985,1.97163284072755,-3.59095031317367,4.21546498666607,-8.30238582362382
"ests",4.56544708564827,1.95173026775452,-3.53751762678556,4.14688418329943,-6.83821089128749
"ests",4.66682702455476,2.008576190947,-3.60862464468828,4.23812447223188,-9.95495660980144
"ests",4.70808263098789,1.9701034115295,-3.5704099972585,4.20961288796601,-6.6844907685215
"ests",4.66324219895697,1.9527599198462,-3.54374771338511,4.17632809984785,-6.08949507201356
"ests",4.72922556344128,1.98923903908306,-3.59255904399775,4.23169855378324,-9.59289531523841
"ests",4.70639104945429,1.98948164632681,-3.58769972011429,4.22897409998797,-6.1518162267047
"ests",4.62348249772018,1.99659643037094,-3.55066133337196,4.15082310020407,-6.52941928553722
"ests",4.75359903164125,2.02339541029681,-3.61621227137511,4.28768735322003,-7.57925423217251
"ests",4.70130771904127,1.9782705986429,-3.56928377117876,4.22187535189028,-5.544183635033
"ests",4.7801988251646,1.99346311420995,-3.58138261184406,4.22493787399137,-8.66005694155469
"ests",4.68678985895939,1.96643942817863,-3.55979802472816,4.17385741181934,-8.11826515036717
"ests",4.79731790800055,2.02858431793907,-3.64429418846069,4.33573527661873,-6.35770526945368
"ests",4.62251056119772,1.99904367093884,-3.62624823219064,4.24971006538558,-9.74707477127765
"ests",4.62859251861756,1.97330853169515,-3.5657693798784,4.1678581149735,-11.1580057852316
"ests",4.62356521292997,1.99530191299596,-3.61240953475341,4.28291297502256,-4.21385829954781
"ests",4.69931527551566,1.94630692224275,-3.60244824928396,4.21287583756659,-9.85565496864415
"ests",4.75018639904473,2.00755800084985,-3.63301110224905,4.30758736338395,-5.96994090077037
"ests",4.66649001503917,1.97952965895007,-3.59322037455772,4.22189976276666,-10.4117212819986
"ests",4.68185197784387,1.98094513480565,-3.58568044718065,4.22261519618733,-7.69646857271628
"ests",4.74437115618631,2.00073637544031,-3.57851604743096,4.26176384923872,-6.24551339364597
"ests",4.73029547549235,1.98914202777357,-3.5951411644472,4.23253719387371,-7.35431645636623
"ests",4.77561416657555,2.02340953444941,-3.59594700716851,4.22886640830295,-7.8581240951276
"ests",4.77314779826898,1.98967711876911,-3.62840792804119,4.2875088996838,-5.19092791222321
"ests",4.73404958562808,1.99263706947364,-3.59950505411189,4.25926296611632,-6.18060668111703
"ests",4.71299287052083,1.95674090851494,-3.58703900799117,4.21634054057149,-9.02546210565413
"ests",4.80844040211076,1.96529841209127,-3.60345505709605,4.2808307839729,-5.6452770955122
"ests",4.64362040510595,1.95285041156282,-3.57782957360373,4.21063441378356,-7.03937142384374
"ests",4.7446274594559,1.9736568898822,-3.62012275500376,4.28428135287832,-6.67052253724782
"ests",4.80635274372653,2.02115483259764,-3.64055011948185,4.26569444412597,-10.8916656517445
"ests",4.80193768602666,1.96229026892926,-3.57298774724965,4.22642590187424,-6.72700328664264
"ests",4.76555509697868,2.01423813996894,-3.59127781945656,4.24932621886806,-5.64484568832359
"ests",4.72190872792933,1.95542710420291,-3.64488033054592,4.27891307011286,-11.5043918074448
"ests",4.6666491938183,1.97677328752911,-3.5448482495843,4.16562021910965,-6.28180636182708
"ests",4.61239674689388,1.97807717882614,-3.51978284032773,4.12868380538396,-7.56783574390895
"ests",4.65670399486338,1.93858938205689,-3.58287244546002,4.18704721042662,-6.29674170207513
